customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
18151,135,2,653.35,2,3,3,233,At Risk
12853,135,6,1957.10,2,5,4,254,At Risk
12507,135,3,1304.81,2,3,4,234,At Risk
16951,135,3,1277.75,2,3,4,234,At Risk
12743,135,2,546.43,2,3,3,233,At Risk
18268,135,1,25.50,2,2,1,221,Hibernating
14002,135,2,529.73,2,3,3,233,At Risk
15245,135,3,2515.84,2,4,5,245,At Risk
15746,135,1,196.88,2,1,1,211,Hibernating
15639,135,1,425.32,2,1,2,212,Hibernating
12453,135,1,707.09,2,1,3,213,Hibernating
17931,135,2,408.36,2,3,2,232,At Risk
15118,135,1,244.80,2,1,1,211,Hibernating
15776,134,1,241.62,2,1,1,211,Hibernating
15120,134,1,358.82,2,2,2,222,Hibernating
16147,134,1,375.00,2,2,2,222,Hibernating
17926,134,2,397.29,2,3,2,232,At Risk
18064,134,2,814.00,2,3,3,233,At Risk
14143,134,1,115.80,2,2,1,221,Hibernating
13106,134,1,76.50,2,1,1,211,Hibernating
15149,134,1,520.80,2,1,3,213,Hibernating
15942,134,1,337.44,2,2,2,222,Hibernating
13414,134,3,1390.50,2,3,4,234,At Risk
17695,132,2,765.34,2,3,3,233,At Risk
14885,132,1,765.32,2,1,3,213,Hibernating
13722,132,3,2375.41,2,4,5,245,At Risk
15438,132,1,156.58,2,1,1,211,Hibernating
13388,132,2,677.10,2,3,3,233,At Risk
12942,132,3,683.90,2,3,3,233,At Risk
12534,131,1,1089.18,2,2,4,224,Hibernating
17282,131,3,1703.41,2,4,4,244,At Risk
14403,131,4,1475.81,2,4,4,244,At Risk
17053,131,1,498.48,2,1,3,213,Hibernating
17615,131,3,329.60,2,3,2,232,At Risk
17941,131,1,304.56,2,2,2,222,Hibernating
14133,130,3,605.64,2,4,3,243,At Risk
13075,130,1,919.61,2,2,3,223,Hibernating
17353,130,2,1740.00,2,3,4,234,At Risk
13850,130,1,1595.48,2,2,4,224,Hibernating
14076,130,1,122.47,2,2,1,221,Hibernating
12644,130,1,477.91,2,1,2,212,Hibernating
15342,130,1,406.09,2,1,2,212,Hibernating
17887,130,1,111.35,2,2,1,221,Hibernating
12378,130,1,4008.62,2,2,5,225,Hibernating
17553,130,1,1487.60,2,2,4,224,Hibernating
15374,129,1,168.00,2,1,1,211,Hibernating
17429,129,3,524.92,2,3,3,233,At Risk
12917,129,1,594.00,2,1,3,213,Hibernating
12643,129,6,3344.64,2,5,5,255,At Risk
14972,129,1,114.77,2,2,1,221,Hibernating
12750,129,1,275.88,2,2,2,222,Hibernating
16324,129,3,428.68,2,3,2,232,At Risk
17514,129,1,208.65,2,1,1,211,Hibernating
16835,129,2,180.85,2,2,1,221,Hibernating
18178,129,4,1590.81,2,4,4,244,At Risk
15133,128,3,982.42,2,4,4,244,At Risk
17692,128,4,740.94,2,4,3,243,At Risk
14778,128,2,730.86,2,3,3,233,At Risk
15254,128,1,300.36,2,2,2,222,Hibernating
17723,128,6,3276.40,2,5,5,255,At Risk
13791,128,2,1516.00,2,3,4,234,At Risk
13402,128,2,621.23,2,3,3,233,At Risk
16572,128,3,1009.60,2,4,4,244,At Risk
17267,128,2,317.62,2,2,2,222,Hibernating
18099,128,1,168.31,2,1,1,211,Hibernating
13218,128,1,62.64,2,1,1,211,Hibernating
12693,128,4,855.91,2,4,3,243,At Risk
14344,128,8,889.93,2,5,3,253,At Risk
16302,127,1,233.22,2,1,1,211,Hibernating
16174,127,3,1009.55,2,4,4,244,At Risk
13082,127,9,3613.63,2,5,5,255,At Risk
13513,127,1,205.10,2,1,1,211,Hibernating
17457,127,5,1737.70,2,4,4,244,At Risk
17400,127,5,2129.96,2,4,5,245,At Risk
14079,125,1,375.10,2,2,2,222,Hibernating
13248,125,2,465.68,2,3,2,232,At Risk
13752,125,6,1186.28,2,5,4,254,At Risk
14053,125,2,260.25,2,2,2,222,Hibernating
14331,125,2,462.66,2,3,2,232,At Risk
17331,124,1,175.20,2,1,1,211,Hibernating
17085,124,5,1566.65,2,4,4,244,At Risk
13869,124,4,3104.95,2,4,5,245,At Risk
15985,124,2,1142.42,2,3,4,234,At Risk
16788,124,2,597.48,2,3,3,233,At Risk
13280,123,3,814.86,2,4,3,243,At Risk
14127,123,3,709.71,2,4,3,243,At Risk
13355,123,1,674.70,2,1,3,213,Hibernating
18248,123,2,804.02,2,3,3,233,At Risk
13217,123,3,533.98,2,3,3,233,At Risk
15247,123,1,356.00,2,2,2,222,Hibernating
13162,123,4,1688.29,2,4,4,244,At Risk
14024,122,2,327.70,2,2,2,222,Hibernating
17994,122,4,678.49,2,4,3,243,At Risk
16292,122,1,302.25,2,2,2,222,Hibernating
14346,121,2,1021.58,2,3,4,234,At Risk
13645,121,1,252.10,2,2,2,222,Hibernating
13307,121,1,15.00,2,2,1,221,Hibernating
17248,121,1,318.65,2,2,2,222,Hibernating
15581,121,13,3679.97,2,5,5,255,At Risk
17122,120,1,138.32,2,1,1,211,Hibernating
15192,120,3,1044.32,2,4,4,244,At Risk
14406,120,1,156.75,2,1,1,211,Hibernating
16045,120,4,1340.70,2,4,4,244,At Risk
12399,120,4,1108.65,2,4,4,244,At Risk
13873,120,3,389.60,2,3,2,232,At Risk
16317,120,3,1341.65,2,3,4,234,At Risk
14855,120,2,645.65,2,3,3,233,At Risk
13888,120,2,605.63,2,3,3,233,At Risk
15689,120,2,254.10,2,2,2,222,Hibernating
17642,120,2,712.29,2,3,3,233,At Risk
14301,118,1,640.14,2,1,3,213,Hibernating
15683,118,1,193.75,2,1,1,211,Hibernating
17048,118,3,925.35,2,3,3,233,At Risk
16902,117,1,1706.88,2,2,4,224,Hibernating
18143,117,2,1000.16,2,3,4,234,At Risk
15480,117,1,905.50,2,1,3,213,Hibernating
16961,117,1,234.17,2,1,1,211,Hibernating
17958,117,1,508.46,2,1,3,213,Hibernating
13799,117,2,688.86,2,3,3,233,At Risk
13720,117,4,799.90,2,4,3,243,At Risk
13621,117,1,213.85,2,1,1,211,Hibernating
12758,117,2,2791.59,2,3,5,235,At Risk
15624,117,4,588.13,2,4,3,243,At Risk
17252,117,2,353.86,2,2,2,222,Hibernating
16272,117,1,411.70,2,1,2,212,Hibernating
12641,116,1,185.90,2,1,1,211,Hibernating
16927,116,3,543.05,2,3,3,233,At Risk
15768,116,3,621.83,2,3,3,233,At Risk
14918,116,2,1610.15,2,3,4,234,At Risk
15002,116,4,1641.76,2,4,4,244,At Risk
14006,116,3,962.19,2,4,4,244,At Risk
15541,115,1,85.13,2,1,1,211,Hibernating
15122,115,3,1633.78,2,3,4,234,At Risk
18073,115,12,3877.52,2,5,5,255,At Risk
16092,115,3,817.86,2,4,3,243,At Risk
14323,115,2,605.06,2,3,3,233,At Risk
17398,115,3,653.38,2,3,3,233,At Risk
15734,115,2,1339.45,2,3,4,234,At Risk
17070,115,1,312.14,2,2,2,222,Hibernating
16755,115,3,1496.83,2,3,4,234,At Risk
13655,115,2,932.97,2,3,3,233,At Risk
12688,114,1,4873.81,2,1,5,215,Hibernating
15472,114,1,371.56,2,2,2,222,Hibernating
13273,114,1,138.98,2,1,1,211,Hibernating
17742,114,2,355.11,2,2,2,222,Hibernating
16582,114,1,313.62,2,2,2,222,Hibernating
15232,114,2,612.06,2,3,3,233,At Risk
15797,114,4,2207.40,2,4,5,245,At Risk
17045,114,3,339.44,2,3,2,232,At Risk
12729,114,1,453.01,2,1,2,212,Hibernating
13027,114,6,6912.00,2,5,5,255,At Risk
13242,113,3,270.40,2,3,2,232,At Risk
12968,113,1,135.95,2,1,1,211,Hibernating
14745,113,5,1220.26,2,4,4,244,At Risk
12418,113,1,668.58,2,1,3,213,Hibernating
16419,113,6,972.23,2,5,4,254,At Risk
17747,113,1,71.40,2,1,1,211,Hibernating
12513,113,1,612.29,2,1,3,213,Hibernating
15396,113,1,288.18,2,2,2,222,Hibernating
14772,113,1,139.26,2,1,1,211,Hibernating
15938,113,5,404.58,2,4,2,242,At Risk
14566,111,1,1432.00,2,2,4,224,Hibernating
17029,111,2,716.00,2,3,3,233,At Risk
14224,111,4,1050.12,2,4,4,244,At Risk
14013,111,3,473.02,2,4,2,242,At Risk
16536,111,1,548.97,2,1,3,213,Hibernating
15313,111,1,52.00,2,1,1,211,Hibernating
14460,111,3,434.34,2,3,2,232,At Risk
14246,111,3,1474.06,2,3,4,234,At Risk
16952,110,2,167.61,2,2,1,221,Hibernating
14265,110,2,530.18,2,3,3,233,At Risk
13933,110,2,608.79,2,3,3,233,At Risk
12363,110,2,552.00,2,3,3,233,At Risk
17083,110,3,1405.78,2,3,4,234,At Risk
14045,110,4,1659.75,2,4,4,244,At Risk
17585,110,4,1133.07,2,4,4,244,At Risk
14930,109,3,2372.86,2,4,5,245,At Risk
14364,109,8,3717.35,2,5,5,255,At Risk
17242,109,2,1135.04,2,3,4,234,At Risk
13425,109,3,1624.21,2,3,4,234,At Risk
16550,109,5,2298.97,2,4,5,245,At Risk
13593,109,5,2037.08,2,4,4,244,At Risk
14523,109,1,241.09,2,1,1,211,Hibernating
18018,109,2,122.14,2,2,1,221,Hibernating
13140,109,3,423.72,2,3,2,232,At Risk
12593,109,3,418.10,2,3,2,232,At Risk
15812,108,5,1801.14,2,4,4,244,At Risk
16340,108,1,549.07,2,1,3,213,Hibernating
14407,108,6,2157.73,2,5,5,255,At Risk
12649,108,3,623.51,2,3,3,233,At Risk
15800,108,2,699.08,2,3,3,233,At Risk
13411,108,1,213.55,2,1,1,211,Hibernating
17256,108,2,240.00,2,2,1,221,Hibernating
17268,108,4,763.64,2,4,3,243,At Risk
17869,108,5,428.18,2,4,2,242,At Risk
14875,108,2,1465.32,2,3,4,234,At Risk
14973,108,3,1314.45,2,3,4,234,At Risk
15263,107,1,156.51,2,1,1,211,Hibernating
15663,107,1,138.14,2,1,1,211,Hibernating
14055,107,1,725.64,2,1,3,213,Hibernating
12715,107,1,353.86,2,2,2,222,Hibernating
17189,107,2,384.40,2,3,2,232,At Risk
16503,107,4,1431.93,2,4,4,244,At Risk
14314,107,1,120.00,2,2,1,221,Hibernating
16429,107,1,284.55,2,2,2,222,Hibernating
18200,107,1,163.80,2,1,1,211,Hibernating
14196,107,1,335.52,2,2,2,222,Hibernating
16093,107,1,17.00,2,2,1,221,Hibernating
16309,107,2,706.57,2,3,3,233,At Risk
12624,107,2,641.13,2,3,3,233,At Risk
14687,107,1,628.38,2,1,3,213,Hibernating
17844,107,1,51.56,2,1,1,211,Hibernating
17134,107,2,425.00,2,3,2,232,At Risk
13000,107,3,534.85,2,3,3,233,At Risk
13003,106,3,149.05,2,4,1,241,At Risk
16641,106,1,231.10,2,1,1,211,Hibernating
14210,106,6,1905.84,2,5,4,254,At Risk
15074,106,1,748.87,2,1,3,213,Hibernating
13489,106,4,449.52,2,4,2,242,At Risk
17146,106,3,749.78,2,3,3,233,At Risk
15641,106,4,1887.20,2,4,4,244,At Risk
13301,104,4,618.09,2,4,3,243,At Risk
15325,104,1,162.29,2,1,1,211,Hibernating
16816,104,4,417.06,2,4,2,242,At Risk
13778,104,1,178.70,2,1,1,211,Hibernating
15625,104,4,1534.26,2,4,4,244,At Risk
14472,104,8,1936.84,2,5,4,254,At Risk
15095,104,4,1370.60,2,4,4,244,At Risk
16806,104,4,801.49,2,4,3,243,At Risk
15569,104,5,1375.71,2,4,4,244,At Risk
12814,102,1,125.92,2,2,1,221,Hibernating
14078,102,6,1049.37,2,5,4,254,At Risk
15866,102,1,230.53,2,1,1,211,Hibernating
17298,102,2,498.42,2,3,3,233,At Risk
16083,101,2,1317.62,2,3,4,234,At Risk
15596,101,5,1406.59,2,4,4,244,At Risk
16278,101,1,566.38,2,1,3,213,Hibernating
16780,101,2,425.19,2,3,2,232,At Risk
17320,101,3,1200.62,2,3,4,234,At Risk
17588,101,3,1240.20,2,3,4,234,At Risk
15260,101,7,1810.77,2,5,4,254,At Risk
16842,101,3,1264.19,2,3,4,234,At Risk
16180,101,8,10254.18,2,5,5,255,At Risk
14513,101,3,455.59,2,4,2,242,At Risk
13631,100,11,3070.42,2,5,5,255,At Risk
12436,100,1,509.01,2,1,3,213,Hibernating
16808,100,2,288.42,2,2,2,222,Hibernating
13376,100,3,1019.76,2,4,4,244,At Risk
13045,100,1,305.28,2,2,2,222,Hibernating
13470,100,2,165.00,2,2,1,221,Hibernating
14420,100,1,387.52,2,2,2,222,Hibernating
13099,100,1,207.36,2,1,1,211,Hibernating
15829,100,2,636.14,2,3,3,233,At Risk
16456,100,5,2158.37,2,4,5,245,At Risk
14436,99,1,89.06,2,2,1,221,Hibernating
14463,99,3,529.62,2,3,3,233,At Risk
14276,99,3,1119.74,2,4,4,244,At Risk
14171,99,1,363.79,2,2,2,222,Hibernating
18087,99,2,4055.72,2,3,5,235,At Risk
18027,99,1,115.31,2,2,1,221,Hibernating
13240,97,4,663.65,2,4,3,243,At Risk
17050,97,6,3228.84,2,5,5,255,At Risk
16761,97,1,316.62,2,2,2,222,Hibernating
17722,97,4,2424.04,2,4,5,245,At Risk
14965,97,2,599.00,2,3,3,233,At Risk
12710,97,3,1149.02,2,3,4,234,At Risk
12851,97,1,135.18,2,1,1,211,Hibernating
13548,97,2,682.41,2,3,3,233,At Risk
17774,97,4,1225.41,2,4,4,244,At Risk
17229,97,2,318.76,2,2,2,222,Hibernating
13931,96,2,1237.53,2,3,4,234,At Risk
13748,96,5,948.25,2,4,4,244,At Risk
13851,96,3,2651.46,2,4,5,245,At Risk
12422,96,3,803.56,2,4,3,243,At Risk
15491,96,6,3100.09,2,5,5,255,At Risk
15364,96,2,913.19,2,3,3,233,At Risk
12816,96,2,572.20,2,3,3,233,At Risk
18196,96,2,689.13,2,3,3,233,At Risk
13192,96,2,911.94,2,3,3,233,At Risk
16551,96,3,922.12,2,3,3,233,At Risk
15307,96,1,205.30,2,1,1,211,Hibernating
13744,96,2,1156.36,2,3,4,234,At Risk
14565,96,4,3099.12,2,4,5,245,At Risk
12502,96,5,3723.87,2,4,5,245,At Risk
17309,96,1,82.75,2,1,1,211,Hibernating
16172,96,5,1140.21,2,4,4,244,At Risk
16820,96,1,497.61,2,1,3,213,Hibernating
12616,96,2,713.30,2,3,3,233,At Risk
16175,95,4,1037.59,2,4,4,244,At Risk
13158,95,4,1201.06,2,4,4,244,At Risk
17460,95,6,622.43,2,4,3,243,At Risk
13122,95,2,922.39,2,3,3,233,At Risk
17560,95,4,854.95,2,4,3,243,At Risk
15462,95,3,234.60,2,4,1,241,At Risk
16400,95,1,303.93,2,2,2,222,Hibernating
14208,95,1,151.74,2,1,1,211,Hibernating
13130,95,1,64.00,2,1,1,211,Hibernating
12461,95,2,826.88,2,3,3,233,At Risk
17339,95,2,243.36,2,2,1,221,Hibernating
18093,94,4,2106.52,2,4,5,245,At Risk
13210,94,1,353.48,2,2,2,222,Hibernating
16828,94,2,128.50,2,2,1,221,Hibernating
15071,94,2,982.07,2,3,4,234,At Risk
15653,93,2,877.44,2,3,3,233,At Risk
13925,93,4,678.25,2,4,3,243,At Risk
13249,93,3,711.41,2,4,3,243,At Risk
14223,93,3,991.13,2,4,4,244,At Risk
15198,93,2,193.64,2,2,1,221,Hibernating
13330,93,3,1140.93,2,3,4,234,At Risk
15488,93,1,91.32,2,2,1,221,Hibernating
13244,93,1,121.74,2,2,1,221,Hibernating
12592,93,2,437.60,2,3,2,232,At Risk
14410,93,9,1105.07,2,5,4,254,At Risk
15400,93,5,716.20,2,4,3,243,At Risk
16031,93,2,548.94,2,3,3,233,At Risk
15885,93,3,379.35,2,4,2,242,At Risk
18222,93,1,443.00,2,1,2,212,Hibernating
13814,93,2,1579.12,2,3,4,234,At Risk
13848,93,3,1255.00,2,3,4,234,At Risk
13889,93,1,416.90,2,1,2,212,Hibernating
13441,92,1,296.64,2,2,2,222,Hibernating
14915,92,2,307.48,2,2,2,222,Hibernating
14414,92,7,1496.98,2,5,4,254,At Risk
14628,92,2,671.96,2,3,3,233,At Risk
16723,92,2,589.15,2,3,3,233,At Risk
15652,92,1,337.74,2,2,2,222,Hibernating
12535,92,2,716.35,2,3,3,233,At Risk
16027,92,6,934.62,2,5,3,253,At Risk
14212,90,1,1070.48,2,2,4,224,Hibernating
16384,90,2,584.50,2,3,3,233,At Risk
18255,90,1,103.30,2,2,1,221,Hibernating
18215,90,1,299.34,2,2,2,222,Hibernating
12635,90,2,1689.18,2,3,4,234,At Risk
13611,90,3,1171.80,2,3,4,234,At Risk
15939,90,15,6115.01,2,5,5,255,At Risk
14837,90,4,1649.50,2,4,4,244,At Risk
15636,90,2,724.76,2,3,3,233,At Risk
13372,90,1,378.64,2,2,2,222,Hibernating
15035,90,1,252.73,2,2,2,222,Hibernating
12965,90,1,771.91,2,1,3,213,Hibernating
16796,90,1,305.62,2,2,2,222,Hibernating
13124,90,3,3866.33,2,4,5,245,At Risk
13375,89,1,778.65,2,1,3,213,Hibernating
17919,89,1,1304.04,2,2,4,224,Hibernating
15980,89,3,2398.86,2,4,5,245,At Risk
15764,89,6,3279.97,2,5,5,255,At Risk
17433,89,1,303.16,2,2,2,222,Hibernating
15996,89,6,1060.68,2,5,4,254,At Risk
16141,89,1,620.40,2,1,3,213,Hibernating
16984,89,2,4481.35,2,3,5,235,At Risk
15673,89,4,2881.02,2,4,5,245,At Risk
14307,89,6,2995.72,2,5,5,255,At Risk
12924,89,4,933.70,2,4,3,243,At Risk
14500,89,3,356.85,2,4,2,242,At Risk
12884,89,1,309.05,2,2,2,222,Hibernating
16211,89,1,547.02,2,1,3,213,Hibernating
16209,89,5,2262.62,2,4,5,245,At Risk
16475,89,4,544.30,2,4,3,243,At Risk
16229,88,2,1010.60,2,3,4,234,At Risk
16098,88,7,2005.63,2,5,4,254,At Risk
14163,88,4,2445.91,2,4,5,245,At Risk
17037,88,1,1267.32,2,2,4,224,Hibernating
15201,88,5,1236.54,2,4,4,244,At Risk
16451,88,1,266.97,2,2,2,222,Hibernating
18251,88,1,4314.72,2,2,5,225,Hibernating
15216,88,1,96.60,2,2,1,221,Hibernating
16959,88,1,117.35,2,2,1,221,Hibernating
16036,88,2,758.92,2,3,3,233,At Risk
14753,88,1,563.15,2,1,3,213,Hibernating
15343,88,1,364.50,2,2,2,222,Hibernating
17347,87,1,228.96,2,1,1,211,Hibernating
13877,87,1,117.24,2,2,1,221,Hibernating
17033,87,3,1030.14,2,4,4,244,At Risk
18173,87,4,2106.84,2,4,5,245,At Risk
17640,87,1,621.66,2,1,3,213,Hibernating
12756,87,1,112.08,2,2,1,221,Hibernating
14177,87,4,559.41,2,4,3,243,At Risk
14660,87,2,285.74,2,2,2,222,Hibernating
12566,87,1,351.65,2,2,2,222,Hibernating
16745,87,17,7194.30,2,5,5,255,At Risk
17047,86,3,1100.90,2,4,4,244,At Risk
12995,86,1,211.32,2,1,1,211,Hibernating
15205,86,2,653.24,2,3,3,233,At Risk
14557,86,1,788.38,2,1,3,213,Hibernating
17333,86,1,494.25,2,1,3,213,Hibernating
17846,86,1,2033.10,2,1,4,214,Hibernating
17898,86,2,152.06,2,2,1,221,Hibernating
13518,86,1,659.44,2,1,3,213,Hibernating
15466,86,1,334.53,2,2,2,222,Hibernating
14894,86,1,655.75,2,1,3,213,Hibernating
13539,86,3,631.34,2,3,3,233,At Risk
12722,86,4,997.63,2,4,4,244,At Risk
17786,86,2,278.74,2,2,2,222,Hibernating
17002,86,3,1493.73,2,3,4,234,At Risk
17594,86,2,993.18,2,3,4,234,At Risk
15322,86,1,679.68,2,1,3,213,Hibernating
15417,86,1,508.80,2,1,3,213,Hibernating
13134,86,4,1793.58,2,4,4,244,At Risk
13662,86,3,897.76,2,3,3,233,At Risk
16108,85,1,842.50,2,1,3,213,Hibernating
15975,85,1,371.01,2,2,2,222,Hibernating
15410,85,8,3450.84,2,5,5,255,At Risk
12871,85,2,380.64,2,3,2,232,At Risk
13563,85,2,777.53,2,3,3,233,At Risk
16573,85,2,663.61,2,3,3,233,At Risk
14124,85,1,419.58,2,1,2,212,Hibernating
13141,85,5,2388.75,2,4,5,245,At Risk
16709,85,5,3029.87,2,4,5,245,At Risk
12434,85,2,806.14,2,3,3,233,At Risk
15523,85,1,412.01,2,1,2,212,Hibernating
15099,85,1,410.48,2,1,2,212,Hibernating
16878,85,1,13.30,2,1,1,211,Hibernating
18194,83,1,973.84,2,2,4,224,Hibernating
13334,83,3,3536.82,2,4,5,245,At Risk
17802,83,3,1285.04,2,3,4,234,At Risk
13067,83,1,115.46,2,2,1,221,Hibernating
16370,83,4,1320.56,2,4,4,244,At Risk
15947,83,1,1708.24,2,2,4,224,Hibernating
12752,82,1,4366.78,2,1,5,215,Hibernating
14934,82,2,1890.94,2,3,4,234,At Risk
17058,82,3,1179.89,2,3,4,234,At Risk
16527,82,1,228.06,2,1,1,211,Hibernating
18094,82,7,3017.30,2,5,5,255,At Risk
12379,82,2,852.24,2,3,3,233,At Risk
13228,82,1,358.00,2,2,2,222,Hibernating
13562,82,3,1799.33,2,4,4,244,At Risk
12527,82,3,348.71,2,4,2,242,At Risk
13774,82,1,345.00,2,2,2,222,Hibernating
15504,82,1,52.83,2,1,1,211,Hibernating
17628,82,1,75.75,2,1,1,211,Hibernating
18017,82,3,523.00,2,3,3,233,At Risk
13325,82,1,675.30,2,1,3,213,Hibernating
16080,82,2,217.16,2,2,1,221,Hibernating
12497,82,1,1043.10,2,2,4,224,Hibernating
18232,82,4,592.97,2,4,3,243,At Risk
17848,82,9,901.20,2,5,3,253,At Risk
15675,82,3,323.69,2,3,2,232,At Risk
16906,82,4,579.77,2,4,3,243,At Risk
16777,81,2,226.35,2,2,1,221,Hibernating
17873,81,5,1859.16,2,4,4,244,At Risk
15341,81,1,2020.52,2,1,4,214,Hibernating
16624,81,2,810.57,2,3,3,233,At Risk
14236,81,2,490.86,2,3,3,233,At Risk
16215,81,1,242.35,2,1,1,211,Hibernating
13356,81,1,768.24,2,1,3,213,Hibernating
15026,81,3,469.00,2,3,2,232,At Risk
13038,81,3,908.46,2,3,3,233,At Risk
16584,81,2,936.08,2,3,3,233,At Risk
16928,81,17,2847.60,2,5,5,255,At Risk
15888,81,1,168.31,2,1,1,211,Hibernating
12701,80,2,797.71,2,3,3,233,At Risk
14356,80,2,701.23,2,3,3,233,At Risk
17475,80,1,194.37,2,1,1,211,Hibernating
12390,80,1,549.84,2,1,3,213,Hibernating
16493,80,4,1351.63,2,4,4,244,At Risk
12520,80,5,2634.26,2,4,5,245,At Risk
12550,80,1,964.83,2,2,4,224,Hibernating
17731,80,4,1240.11,2,4,4,244,At Risk
13908,80,4,2369.55,2,4,5,245,At Risk
14887,80,1,1862.00,2,1,4,214,Hibernating
13959,80,3,598.20,2,4,3,243,At Risk
12604,80,2,254.18,2,2,2,222,Hibernating
12435,80,2,7829.89,2,3,5,235,At Risk
13946,80,3,561.57,2,4,3,243,At Risk
16627,80,1,322.80,2,2,2,222,Hibernating
17415,80,1,507.84,2,1,3,213,Hibernating
14951,80,1,311.69,2,2,2,222,Hibernating
12854,79,3,1324.50,2,3,4,234,At Risk
15603,79,1,48.48,2,1,1,211,Hibernating
15810,79,4,1391.98,2,4,4,244,At Risk
14038,79,3,1560.38,2,3,4,234,At Risk
13320,79,4,1548.70,2,4,4,244,At Risk
16213,79,1,159.00,2,1,1,211,Hibernating
12930,79,2,415.80,2,3,2,232,At Risk
17172,79,1,317.76,2,2,2,222,Hibernating
12739,79,2,1013.04,2,3,4,234,At Risk
17027,79,6,890.29,2,5,3,253,At Risk
17603,79,1,394.72,2,2,2,222,Hibernating
13279,79,1,137.75,2,1,1,211,Hibernating
16236,79,1,432.20,2,1,2,212,Hibernating
13055,79,3,1214.41,2,3,4,234,At Risk
13220,79,4,819.29,2,4,3,243,At Risk
14147,79,2,483.40,2,3,2,232,At Risk
13519,79,1,122.75,2,2,1,221,Hibernating
12579,79,1,440.42,2,1,2,212,Hibernating
12409,79,3,11072.67,2,3,5,235,At Risk
12609,79,3,1126.85,2,4,4,244,At Risk
14854,79,7,2759.83,2,5,5,255,At Risk
13486,79,3,1122.41,2,4,4,244,At Risk
12425,79,1,777.20,2,1,3,213,Hibernating
13529,79,2,307.76,2,2,2,222,Hibernating
17311,79,2,1384.85,2,3,4,234,At Risk
15067,79,3,1744.76,2,4,4,244,At Risk
16735,79,5,2300.56,2,4,5,245,At Risk
17079,79,1,118.80,2,2,1,221,Hibernating
16715,79,1,301.72,2,2,2,222,Hibernating
15744,78,1,34.80,2,2,1,221,Hibernating
15549,78,3,1693.26,2,4,4,244,At Risk
14014,78,1,505.18,2,1,3,213,Hibernating
14880,78,3,706.19,2,4,3,243,At Risk
13127,78,1,259.17,2,2,2,222,Hibernating
14652,78,1,114.18,2,2,1,221,Hibernating
17480,78,1,511.82,2,1,3,213,Hibernating
18189,78,2,1090.24,2,3,4,234,At Risk
15075,78,1,773.03,2,1,3,213,Hibernating
15475,78,1,454.11,2,1,2,212,Hibernating
16485,78,1,363.65,2,2,2,222,Hibernating
16978,78,1,344.33,2,2,2,222,Hibernating
15978,78,1,1098.78,2,2,4,224,Hibernating
12516,78,2,1312.06,2,3,4,234,At Risk
16872,78,3,680.02,2,3,3,233,At Risk
13336,78,1,795.12,2,1,3,213,Hibernating
17388,78,4,1259.56,2,4,4,244,At Risk
18155,76,3,371.62,2,4,2,242,At Risk
15799,76,3,884.14,2,3,3,233,At Risk
18066,76,1,318.00,2,2,2,222,Hibernating
12545,76,2,1000.39,2,3,4,234,At Risk
17506,76,1,302.20,2,2,2,222,Hibernating
14561,76,3,1080.76,2,4,4,244,At Risk
17498,76,1,272.22,2,2,2,222,Hibernating
16689,76,2,422.60,2,3,2,232,At Risk
17154,76,1,329.34,2,2,2,222,Hibernating
14152,76,2,621.29,2,3,3,233,At Risk
15312,76,4,924.85,2,4,3,243,At Risk
16198,76,1,400.68,2,2,2,222,Hibernating
16594,76,1,181.09,2,1,1,211,Hibernating
13670,76,1,349.70,2,2,2,222,Hibernating
15366,76,2,602.51,2,3,3,233,At Risk
16480,76,1,769.29,2,1,3,213,Hibernating
12348,76,4,1797.24,2,4,4,244,At Risk
16342,76,4,322.41,2,4,2,242,At Risk
14235,76,5,3144.86,2,4,5,245,At Risk
13787,76,2,309.04,2,2,2,222,Hibernating
15154,76,1,296.42,2,2,2,222,Hibernating
14757,76,1,420.50,2,1,2,212,Hibernating
14806,76,1,193.39,2,1,1,211,Hibernating
12612,75,1,704.04,2,1,3,213,Hibernating
17997,75,8,1970.67,2,5,4,254,At Risk
13866,75,1,145.67,2,1,1,211,Hibernating
13390,75,1,544.08,2,1,3,213,Hibernating
12823,75,5,1759.50,2,4,4,244,At Risk
16468,75,1,74.90,2,1,1,211,Hibernating
14908,75,1,277.80,2,2,2,222,Hibernating
15958,75,1,104.35,2,2,1,221,Hibernating
15243,75,1,316.68,2,2,2,222,Hibernating
13927,75,1,348.99,2,2,2,222,Hibernating
13639,75,1,1033.34,2,2,4,224,Hibernating
13405,75,3,572.45,2,4,3,243,At Risk
14473,75,2,234.34,2,2,1,221,Hibernating
16778,75,2,245.94,2,2,1,221,Hibernating
12412,75,3,1226.88,2,3,4,234,At Risk
16603,75,2,482.47,2,3,2,232,At Risk
13434,75,2,534.24,2,3,3,233,At Risk
17674,75,2,551.04,2,3,3,233,At Risk
13233,75,2,605.12,2,3,3,233,At Risk
16383,75,2,668.36,2,3,3,233,At Risk
15626,75,2,675.80,2,3,3,233,At Risk
17656,74,5,1674.69,2,4,4,244,At Risk
15674,74,5,2446.60,2,4,5,245,At Risk
16266,74,7,861.89,2,5,3,253,At Risk
12987,74,2,558.70,2,3,3,233,At Risk
13035,74,2,921.88,2,3,3,233,At Risk
15827,74,14,1836.09,2,5,4,254,At Risk
18278,74,1,173.90,2,1,1,211,Hibernating
